Game_ID,Words,Color,Category,Options,Prompt,Correct_Answer,Response,Probabilities,Correct
65,"['AIR', 'EARTH', 'FIRE', 'WATER']",blue,CLASSICAL ELEMENTS,"['VIGOR', 'STEAM', 'SPIRIT', 'JUICE', 'PLASMA', 'GAS', 'LIQUID', 'TREE', 'SOLID', 'SATURN', 'WEDDING', 'CIRCUS']","['AIR', 'EARTH', 'FIRE']",WATER,PLASMA,0.3873517439821415,False
65,"['CIRCUS', 'SATURN', 'TREE', 'WEDDING']",purple,THINGS WITH RINGS,"['VIGOR', 'STEAM', 'SPIRIT', 'JUICE', 'EARTH', 'PLASMA', 'GAS', 'LIQUID', 'WATER', 'SOLID', 'AIR', 'FIRE']","['CIRCUS', 'SATURN', 'TREE']",WEDDING,FIRE,0.9205211366224146,False
66,"['CENTURY', 'DECADE', 'MILLENNIUM', 'YEAR']",yellow,TIME PERIODS,"['WAFFLE', 'CLOSE', 'MUNCH', 'BACON', 'CEREAL', 'WHISTLER', 'JUROR', 'EGG', 'PANCAKE', 'MONTH', 'ROSE', 'OMELET']","['CENTURY', 'DECADE', 'MILLENNIUM']",YEAR,MONTH,0.7321633155511167,False
66,"['CEREAL', 'OMELET', 'PANCAKE', 'WAFFLE']",green,BREAKFAST FOODS,"['CENTURY', 'YEAR', 'CLOSE', 'MUNCH', 'MILLENNIUM', 'BACON', 'WHISTLER', 'DECADE', 'JUROR', 'EGG', 'MONTH', 'ROSE']","['CEREAL', 'OMELET', 'PANCAKE']",WAFFLE,BACON,0.9122848232532015,False
66,"['BACON', 'CLOSE', 'MUNCH', 'WHISTLER']",blue,PAINTERS,"['WAFFLE', 'CENTURY', 'YEAR', 'MILLENNIUM', 'CEREAL', 'DECADE', 'JUROR', 'EGG', 'PANCAKE', 'MONTH', 'ROSE', 'OMELET']","['BACON', 'CLOSE', 'MUNCH']",WHISTLER,OMELET,0.548943288105418,False
66,"['EGG', 'JUROR', 'MONTH', 'ROSE']",purple,ONE IN A DOZEN,"['WAFFLE', 'CENTURY', 'YEAR', 'CLOSE', 'MUNCH', 'MILLENNIUM', 'BACON', 'CEREAL', 'WHISTLER', 'DECADE', 'PANCAKE', 'OMELET']","['EGG', 'JUROR', 'MONTH']",ROSE,OMELET,0.778457610537066,False
67,"['CAKE', 'COBBLER', 'PIE', 'TART']",yellow,DESSERTS,"['MILLER', 'TWIST', 'FISHER', 'MEAL', 'DANCE', 'MASON', 'DOCTOR', 'ONE', 'DISTORT', 'SMITH', 'ROOT', 'FUDGE']","['CAKE', 'COBBLER', 'PIE']",TART,FUDGE,0.9850215194118052,False
67,"['FISHER', 'MASON', 'MILLER', 'SMITH']",green,OCCUPATIONAL SURNAMES,"['TWIST', 'MEAL', 'COBBLER', 'PIE', 'DANCE', 'DOCTOR', 'ONE', 'DISTORT', 'TART', 'CAKE', 'ROOT', 'FUDGE']","['FISHER', 'MASON', 'MILLER']",SMITH,COBBLER,0.8702521742929399,False
67,"['DISTORT', 'DOCTOR', 'FUDGE', 'TWIST']",blue,ALTER DECEPTIVELY,"['MILLER', 'FISHER', 'MEAL', 'COBBLER', 'PIE', 'DANCE', 'MASON', 'ONE', 'TART', 'CAKE', 'SMITH', 'ROOT']","['DISTORT', 'DOCTOR', 'FUDGE']",TWIST,SMITH,0.2754383762609563,False
67,"['DANCE', 'MEAL', 'ONE', 'ROOT']",purple,SQUARE ___,"['MILLER', 'TWIST', 'FISHER', 'COBBLER', 'PIE', 'MASON', 'DOCTOR', 'DISTORT', 'TART', 'CAKE', 'SMITH', 'FUDGE']","['DANCE', 'MEAL', 'ONE']",ROOT,TWIST,0.8901956712987602,False
68,"['CUP', 'GALLON', 'PINT', 'QUART']",yellow,UNITS OF VOLUME,"['SPONGE', 'VERY', 'REAL', 'SUPER', 'COFFEE', 'POUND', 'RAND', 'CARROT', 'STERLING', 'QUITE', 'AWFUL', 'WON']","['CUP', 'GALLON', 'PINT']",QUART,COFFEE,0.9282373322082297,False
68,"['AWFUL', 'QUITE', 'SUPER', 'VERY']",green,EXTREMELY,"['CUP', 'SPONGE', 'REAL', 'GALLON', 'COFFEE', 'QUART', 'POUND', 'RAND', 'CARROT', 'STERLING', 'PINT', 'WON']","['AWFUL', 'QUITE', 'SUPER']",VERY,REAL,0.7492408853049599,False
68,"['RAND', 'REAL', 'STERLING', 'WON']",blue,WORLD CURRENCIES,"['CUP', 'SPONGE', 'VERY', 'GALLON', 'SUPER', 'COFFEE', 'QUART', 'POUND', 'CARROT', 'QUITE', 'PINT', 'AWFUL']","['RAND', 'REAL', 'STERLING']",WON,POUND,0.4424737365441582,False
68,"['CARROT', 'COFFEE', 'POUND', 'SPONGE']",purple,___ CAKE,"['CUP', 'VERY', 'REAL', 'GALLON', 'SUPER', 'QUART', 'RAND', 'STERLING', 'QUITE', 'PINT', 'AWFUL', 'WON']","['CARROT', 'COFFEE', 'POUND']",SPONGE,PINT,0.5922743985738781,False
69,"['BUD', 'CHUM', 'MATE', 'PAL']",yellow,FRIEND,"['HERB', 'CROCK', 'CLOG', 'POT', 'SLIDE', 'WOK', 'MARY JANE', 'SKILLET', 'WEDGE', 'WEED', 'PUMP', 'GRASS']","['BUD', 'CHUM', 'MATE']",PAL,WEED,0.9669901759568719,False
69,"['CROCK', 'POT', 'SKILLET', 'WOK']",green,COOKWEAR,"['HERB', 'PAL', 'CLOG', 'SLIDE', 'BUD', 'MARY JANE', 'WEDGE', 'MATE', 'CHUM', 'WEED', 'PUMP', 'GRASS']","['CROCK', 'POT', 'SKILLET']",WOK,POT,0.8675252034435192,False
69,"['CLOG', 'PUMP', 'SLIDE', 'WEDGE']",blue,SHOES,"['HERB', 'CROCK', 'PAL', 'POT', 'WOK', 'BUD', 'MARY JANE', 'SKILLET', 'MATE', 'CHUM', 'WEED', 'GRASS']","['CLOG', 'PUMP', 'SLIDE']",WEDGE,CROCK,0.605434409331345,False
69,"['GRASS', 'HERB', 'MARY JANE', 'WEED']",purple,SLANG FOR CANNABIS,"['CROCK', 'PAL', 'CLOG', 'POT', 'SLIDE', 'WOK', 'BUD', 'SKILLET', 'WEDGE', 'MATE', 'CHUM', 'PUMP']","['GRASS', 'HERB', 'MARY JANE']",WEED,BUD,0.9947451130182868,False
70,"['COOLER', 'LANTERN', 'SLEEPING BAG', 'TENT']",yellow,CAMPING SUPPLIES,"['JAB', 'MEAL', 'BARB', 'MEDIUM', 'SMALL', 'WEE', 'SLIGHT', 'DIG', 'MINUTE', 'CAMPER', 'HOUR', 'DISS']","['COOLER', 'LANTERN', 'SLEEPING BAG']",TENT,CAMPER,0.9958180182734164,False
70,"['BARB', 'DIG', 'DISS', 'JAB']",green,INSULT,"['COOLER', 'MEAL', 'MEDIUM', 'SMALL', 'WEE', 'SLEEPING BAG', 'SLIGHT', 'LANTERN', 'MINUTE', 'CAMPER', 'HOUR', 'TENT']","['BARB', 'DIG', 'DISS']",JAB,SLIGHT,0.38735859886630825,False
70,"['MINUTE', 'SLIGHT', 'SMALL', 'WEE']",blue,TINY,"['COOLER', 'JAB', 'MEAL', 'BARB', 'MEDIUM', 'SLEEPING BAG', 'DIG', 'LANTERN', 'CAMPER', 'HOUR', 'TENT', 'DISS']","['MINUTE', 'SLIGHT', 'SMALL']",WEE,HOUR,0.2933284107687026,False
70,"['CAMPER', 'HOUR', 'MEAL', 'MEDIUM']",purple,HAPPY ___,"['COOLER', 'JAB', 'BARB', 'SMALL', 'WEE', 'SLEEPING BAG', 'SLIGHT', 'DIG', 'LANTERN', 'MINUTE', 'TENT', 'DISS']","['CAMPER', 'HOUR', 'MEAL']",MEDIUM,TENT,0.9768586625816204,False
71,"['ARIZONA', 'COLORADO', 'NEVADA', 'UTAH']",yellow,U.S. MOUNTAIN STATES,"['SOPRANO', 'MONTANA', 'HAWK', 'STARK', 'CRUSH', 'SQUIRT', 'MUG', 'RUSH', 'SPRITE', 'GENESIS', 'YES', 'KANSAS']","['ARIZONA', 'COLORADO', 'NEVADA']",UTAH,MONTANA,0.8819804444981028,False
71,"['CRUSH', 'MUG', 'SPRITE', 'SQUIRT']",green,SODA BRANDS,"['ARIZONA', 'SOPRANO', 'MONTANA', 'HAWK', 'STARK', 'NEVADA', 'COLORADO', 'RUSH', 'UTAH', 'GENESIS', 'YES', 'KANSAS']","['CRUSH', 'MUG', 'SPRITE']",SQUIRT,RUSH,0.9899612413494265,False
71,"['GENESIS', 'KANSAS', 'RUSH', 'YES']",blue,CLASSIC ROCK BANDS,"['ARIZONA', 'SOPRANO', 'MONTANA', 'HAWK', 'STARK', 'CRUSH', 'SQUIRT', 'MUG', 'NEVADA', 'COLORADO', 'UTAH', 'SPRITE']","['GENESIS', 'KANSAS', 'RUSH']",YES,CRUSH,0.8909456393949782,False
71,"['HAWK', 'MONTANA', 'SOPRANO', 'STARK']",purple,TONY ___,"['ARIZONA', 'CRUSH', 'SQUIRT', 'MUG', 'NEVADA', 'COLORADO', 'RUSH', 'UTAH', 'SPRITE', 'GENESIS', 'YES', 'KANSAS']","['HAWK', 'MONTANA', 'SOPRANO']",STARK,MONTANA,0.3936828704925757,False
72,"['ACTOR', 'DANCER', 'SINGER', 'STAND-UP']",yellow,PERFORMING ARTISTS,"['TASTE', 'BOYS', 'CARD', 'LIEUTENANT', 'DASHER', 'HEART', 'VIXEN', 'SANTA', 'CHOCOLATE', 'COMET', 'ROSE', 'CUPID']","['ACTOR', 'DANCER', 'SINGER']",STAND-UP,DASHER,0.2586830591938092,False
72,"['COMET', 'CUPID', 'DASHER', 'VIXEN']",green,SANTA’S REINDEER,"['SINGER', 'TASTE', 'ACTOR', 'BOYS', 'CARD', 'LIEUTENANT', 'DANCER', 'HEART', 'SANTA', 'CHOCOLATE', 'STAND-UP', 'ROSE']","['COMET', 'CUPID', 'DASHER']",VIXEN,SANTA,0.5957949560166579,False
72,"['CARD', 'CHOCOLATE', 'HEART', 'ROSE']",blue,SEEN ON VALENTINE’S DAY,"['SINGER', 'TASTE', 'ACTOR', 'BOYS', 'LIEUTENANT', 'DASHER', 'DANCER', 'VIXEN', 'SANTA', 'COMET', 'STAND-UP', 'CUPID']","['CARD', 'CHOCOLATE', 'HEART']",ROSE,CUPID,0.9557194531619858,False
72,"['BOYS', 'LIEUTENANT', 'SANTA', 'TASTE']",purple,“BAD ___” MOVIES,"['SINGER', 'ACTOR', 'CARD', 'DASHER', 'DANCER', 'HEART', 'VIXEN', 'CHOCOLATE', 'COMET', 'STAND-UP', 'ROSE', 'CUPID']","['BOYS', 'LIEUTENANT', 'SANTA']",TASTE,DANCER,0.7351947954969857,False
73,"['BEARD', 'GOATEE', 'MUSTACHE', 'STUBBLE']",yellow,FACIAL HAIR,"['TRACK', 'PEDAL', 'MOVIE', 'VOTE', 'SHADOW', 'GEAR', 'TAIL', 'WHEEL', 'DOUBT', 'HANDLEBAR', 'DOG', 'FOLLOW']","['BEARD', 'GOATEE', 'MUSTACHE']",STUBBLE,HANDLEBAR,0.9856886598684648,False
73,"['GEAR', 'HANDLEBAR', 'PEDAL', 'WHEEL']",green,BIKE PARTS,"['TRACK', 'MOVIE', 'STUBBLE', 'VOTE', 'SHADOW', 'MUSTACHE', 'TAIL', 'BEARD', 'GOATEE', 'DOUBT', 'DOG', 'FOLLOW']","['GEAR', 'HANDLEBAR', 'PEDAL']",WHEEL,HANDLEBAR,0.6464770881966803,False
73,"['DOG', 'FOLLOW', 'TAIL', 'TRACK']",blue,PURSUE,"['PEDAL', 'MOVIE', 'STUBBLE', 'VOTE', 'SHADOW', 'MUSTACHE', 'GEAR', 'BEARD', 'WHEEL', 'GOATEE', 'DOUBT', 'HANDLEBAR']","['DOG', 'FOLLOW', 'TAIL']",TRACK,TAIL - WHEEL,0.12118302623578833,False
73,"['DOUBT', 'MOVIE', 'SHADOW', 'VOTE']",purple,THINGS THAT ARE CAST,"['TRACK', 'PEDAL', 'STUBBLE', 'MUSTACHE', 'GEAR', 'TAIL', 'BEARD', 'WHEEL', 'GOATEE', 'HANDLEBAR', 'DOG', 'FOLLOW']","['DOUBT', 'MOVIE', 'SHADOW']",VOTE,SHADOW,0.8562771073334816,False
74,"['DODO', 'MAMMOTH', 'MASTODON', 'TRILOBITE']",yellow,EXTINCT ANIMALS,"['SMACK', 'THREADS', 'TURKEYS', 'PECK', 'DUDS', 'OUTFIT', 'MISSES', 'GETUP', 'BUSTS', 'X', 'FLOPS', 'SMOOCH']","['DODO', 'MAMMOTH', 'MASTODON']",TRILOBITE,FLOPS,0.46337245654064113,False
74,"['BUSTS', 'FLOPS', 'MISSES', 'TURKEYS']",green,FAILURES,"['SMACK', 'TRILOBITE', 'THREADS', 'PECK', 'DUDS', 'MASTODON', 'OUTFIT', 'MAMMOTH', 'GETUP', 'X', 'SMOOCH', 'DODO']","['BUSTS', 'FLOPS', 'MISSES']",TURKEYS,DUDS,0.9994703208638853,False
74,"['DUDS', 'GETUP', 'OUTFIT', 'THREADS']",blue,SLANG FOR CLOTHES,"['SMACK', 'TRILOBITE', 'TURKEYS', 'PECK', 'MASTODON', 'MAMMOTH', 'MISSES', 'BUSTS', 'X', 'FLOPS', 'SMOOCH', 'DODO']","['DUDS', 'GETUP', 'OUTFIT']",THREADS,FLOPS,0.8957092832827634,False
74,"['PECK', 'SMACK', 'SMOOCH', 'X']",purple,KISS,"['TRILOBITE', 'THREADS', 'TURKEYS', 'DUDS', 'MASTODON', 'OUTFIT', 'MAMMOTH', 'MISSES', 'GETUP', 'BUSTS', 'FLOPS', 'DODO']","['PECK', 'SMACK', 'SMOOCH']",X,KISS,0.2124270729742569,False
75,"['BASH', 'BLOWOUT', 'PARTY', 'SHINDIG']",yellow,SOCIAL GATHERING,"['WHALE', 'BUNNY', 'CRICKET', 'ISLAND', 'COUNTER', 'EGG', 'WOODCARVER', 'RANGE', 'SUNDAY', 'PUPPET', 'MIXER', 'SINK']","['BASH', 'BLOWOUT', 'PARTY']",SHINDIG,MIXER,0.9914674819999911,False
75,"['COUNTER', 'MIXER', 'RANGE', 'SINK']",green,FOUND IN A KITCHEN,"['WHALE', 'BUNNY', 'CRICKET', 'ISLAND', 'BASH', 'EGG', 'WOODCARVER', 'SUNDAY', 'BLOWOUT', 'PUPPET', 'SHINDIG', 'PARTY']","['COUNTER', 'MIXER', 'RANGE']",SINK,RANGE,0.5922675937461639,False
75,"['CRICKET', 'PUPPET', 'WHALE', 'WOODCARVER']",blue,“PINOCCHIO” FIGURES,"['BUNNY', 'ISLAND', 'COUNTER', 'BASH', 'EGG', 'RANGE', 'SUNDAY', 'BLOWOUT', 'SHINDIG', 'MIXER', 'SINK', 'PARTY']","['CRICKET', 'PUPPET', 'WHALE']",WOODCARVER,BASH,0.39987924000193725,False
75,"['BUNNY', 'EGG', 'ISLAND', 'SUNDAY']",purple,EASTER ___,"['WHALE', 'CRICKET', 'COUNTER', 'BASH', 'WOODCARVER', 'RANGE', 'BLOWOUT', 'PUPPET', 'SHINDIG', 'MIXER', 'SINK', 'PARTY']","['BUNNY', 'EGG', 'ISLAND']",SUNDAY,PARTY,0.16460540877400973,False
76,"['RISK', 'SORRY', 'TABOO', 'TROUBLE']",yellow,BOARD GAMES,"['OPINION', 'NIKE', 'STYLE', 'FOXY', 'ATLAS', 'NATIONAL', 'GUCCI', 'BUSINESS', 'HERMES', 'NOTORIOUS', 'KILLER', 'PARIS']","['RISK', 'SORRY', 'TABOO']",TROUBLE,NOTORIOUS,0.4377994520777513,False
76,"['BUSINESS', 'NATIONAL', 'OPINION', 'STYLE']",green,NEWSPAPER SECTIONS,"['TABOO', 'NIKE', 'FOXY', 'ATLAS', 'RISK', 'TROUBLE', 'GUCCI', 'HERMES', 'SORRY', 'NOTORIOUS', 'KILLER', 'PARIS']","['BUSINESS', 'NATIONAL', 'OPINION']",STYLE,NOTORIOUS,0.3846407049307398,False
76,"['ATLAS', 'HERMES', 'NIKE', 'PARIS']",blue,FIGURES IN GREEK MYTH,"['TABOO', 'OPINION', 'STYLE', 'FOXY', 'RISK', 'TROUBLE', 'NATIONAL', 'GUCCI', 'BUSINESS', 'SORRY', 'NOTORIOUS', 'KILLER']","['ATLAS', 'HERMES', 'NIKE']",PARIS,STYLE,0.908492235201189,False
76,"['FOXY', 'GUCCI', 'KILLER', 'NOTORIOUS']",purple,FIRST WORDS IN RAPPERS’ NAMES,"['TABOO', 'OPINION', 'NIKE', 'STYLE', 'ATLAS', 'RISK', 'TROUBLE', 'NATIONAL', 'BUSINESS', 'HERMES', 'SORRY', 'PARIS']","['FOXY', 'GUCCI', 'KILLER']",NOTORIOUS,STYLE,0.8200751404247255,False
77,"['BREAST', 'DRUMSTICK', 'TENDER', 'WING']",yellow,PIECES OF CHICKEN,"['TOM', 'HOLE', 'TICKER', 'KICK', 'INFANT', 'PUB', 'STROKE', 'SWIMMING', 'DRIVER', 'SNARE', 'CYMBAL', 'EAGLE']","['BREAST', 'DRUMSTICK', 'TENDER']",WING,SNARE,0.6120060227944873,False
77,"['DRIVER', 'EAGLE', 'HOLE', 'STROKE']",green,GOLF TERMS,"['TOM', 'WING', 'TICKER', 'KICK', 'INFANT', 'BREAST', 'PUB', 'SWIMMING', 'DRUMSTICK', 'TENDER', 'SNARE', 'CYMBAL']","['DRIVER', 'EAGLE', 'HOLE']",STROKE,DRUMSTICK,0.8320300790967219,False
77,"['CYMBAL', 'KICK', 'SNARE', 'TOM']",blue,DRUM SET COMPONENTS,"['HOLE', 'WING', 'TICKER', 'INFANT', 'BREAST', 'PUB', 'STROKE', 'SWIMMING', 'DRIVER', 'DRUMSTICK', 'TENDER', 'EAGLE']","['CYMBAL', 'KICK', 'SNARE']",TOM,DRUMSTICK,0.998937155880651,False
77,"['INFANT', 'PUB', 'SWIMMING', 'TICKER']",purple,ASSOCIATED WITH “CRAWL”,"['TOM', 'HOLE', 'WING', 'KICK', 'BREAST', 'STROKE', 'DRIVER', 'DRUMSTICK', 'TENDER', 'SNARE', 'CYMBAL', 'EAGLE']","['INFANT', 'PUB', 'SWIMMING']",TICKER,BREAST,0.6861931316328488,False
78,"['BLISS', 'CLOUD NINE', 'HEAVEN', 'PARADISE']",yellow,STATES OF ELATION,"['GUEST', 'HUSTLE', 'WAVE', 'HUG', 'BUCKET', 'FAST ONE', 'WISH', 'HIGH FIVE', 'CON', 'RACKET', 'TOP TEN', 'SHAKE']","['BLISS', 'CLOUD NINE', 'HEAVEN']",PARADISE,WISH,0.9670246021296538,False
78,"['CON', 'FAST ONE', 'HUSTLE', 'RACKET']",green,SCAM,"['GUEST', 'HEAVEN', 'BLISS', 'WAVE', 'HUG', 'CLOUD NINE', 'BUCKET', 'WISH', 'HIGH FIVE', 'TOP TEN', 'SHAKE', 'PARADISE']","['CON', 'FAST ONE', 'HUSTLE']",RACKET,SHAKE,0.7531211388582697,False
78,"['HIGH FIVE', 'HUG', 'SHAKE', 'WAVE']",blue,GREETING GESTURES,"['GUEST', 'HUSTLE', 'HEAVEN', 'BLISS', 'CLOUD NINE', 'BUCKET', 'FAST ONE', 'WISH', 'CON', 'RACKET', 'TOP TEN', 'PARADISE']","['HIGH FIVE', 'HUG', 'SHAKE']",WAVE,HUSTLE,0.12989770205688653,False
78,"['BUCKET', 'GUEST', 'TOP TEN', 'WISH']",purple,___ LIST,"['HUSTLE', 'HEAVEN', 'BLISS', 'WAVE', 'HUG', 'CLOUD NINE', 'FAST ONE', 'HIGH FIVE', 'CON', 'RACKET', 'SHAKE', 'PARADISE']","['BUCKET', 'GUEST', 'TOP TEN']",WISH,RACKET,0.7495265557859483,False
79,"['BOOK', 'BOUNCE', 'RUN', 'SPLIT']",yellow,DEPART QUICKLY,"['RAVEN', 'IBEX', 'BLACK', 'FAT', 'JET', 'EBONY', 'ONYX', 'ORYX', 'CYBER', 'FOX', 'LYNX', 'ASH']","['BOOK', 'BOUNCE', 'RUN']",SPLIT,RUN,0.7494625766582329,False
79,"['FOX', 'IBEX', 'LYNX', 'ORYX']",green,ANIMALS THAT END WITH “X”,"['RAVEN', 'BLACK', 'FAT', 'SPLIT', 'JET', 'EBONY', 'ONYX', 'BOOK', 'CYBER', 'RUN', 'ASH', 'BOUNCE']","['FOX', 'IBEX', 'LYNX']",ORYX,LYNX,0.42878570182479303,False
79,"['EBONY', 'JET', 'ONYX', 'RAVEN']",blue,SHADES OF BLACK,"['IBEX', 'BLACK', 'FAT', 'SPLIT', 'BOOK', 'ORYX', 'CYBER', 'FOX', 'LYNX', 'RUN', 'ASH', 'BOUNCE']","['EBONY', 'JET', 'ONYX']",RAVEN,BLACK,0.966507347977551,False
79,"['ASH', 'BLACK', 'CYBER', 'FAT']",purple,WORDS BEFORE DAYS OF THE WEEK,"['RAVEN', 'IBEX', 'SPLIT', 'JET', 'EBONY', 'ONYX', 'BOOK', 'ORYX', 'FOX', 'LYNX', 'RUN', 'BOUNCE']","['ASH', 'BLACK', 'CYBER']",FAT,EBONY,0.8829052603968255,False
80,"['SANDBOX', 'SEESAW', 'SLIDE', 'SWING']",yellow,PLAYGROUND FIXTURES,"['CLOUT', 'ANKH', 'IMPACT', 'WEIGHT', 'TIMES', 'PULL', 'PAPYRUS', 'COURIER', 'SCARAB', 'CROOK', 'EYE', 'SWAY']","['SANDBOX', 'SEESAW', 'SLIDE']",SWING,SLIDE,0.6192095362477875,False
80,"['CLOUT', 'PULL', 'SWAY', 'WEIGHT']",green,INFLUENCE,"['ANKH', 'IMPACT', 'SLIDE', 'SWING', 'TIMES', 'SANDBOX', 'PAPYRUS', 'COURIER', 'SEESAW', 'SCARAB', 'CROOK', 'EYE']","['CLOUT', 'PULL', 'SWAY']",WEIGHT,IMPACT,0.9682087437761698,False
80,"['ANKH', 'CROOK', 'EYE', 'SCARAB']",blue,EGYPTIAN SYMBOLS,"['CLOUT', 'IMPACT', 'WEIGHT', 'SLIDE', 'SWING', 'TIMES', 'PULL', 'SANDBOX', 'PAPYRUS', 'COURIER', 'SEESAW', 'SWAY']","['ANKH', 'CROOK', 'EYE']",SCARAB,PAPYRUS,0.8529758072964577,False
80,"['COURIER', 'IMPACT', 'PAPYRUS', 'TIMES']",purple,FONTS,"['CLOUT', 'ANKH', 'WEIGHT', 'SLIDE', 'SWING', 'PULL', 'SANDBOX', 'SEESAW', 'SCARAB', 'CROOK', 'EYE', 'SWAY']","['COURIER', 'IMPACT', 'PAPYRUS']",TIMES,SCARAB,0.35883017583508753,False
81,"['FRY', 'NACHO', 'POPPER', 'WING']",yellow,APPETIZER UNIT,"['CRACKER', 'NICK', 'RIGHT', 'CORRECT', 'SCRATCH', 'YES', 'DING', 'FLAP', 'LUMBER', 'CHIP', 'BINGO', 'APPLE']","['FRY', 'NACHO', 'POPPER']",WING,CHIP,0.9950255256203843,False
81,"['BINGO', 'CORRECT', 'RIGHT', 'YES']",green,RESPONSE TO A CORRECT ANSWER,"['CRACKER', 'NICK', 'NACHO', 'SCRATCH', 'WING', 'FRY', 'POPPER', 'DING', 'FLAP', 'LUMBER', 'CHIP', 'APPLE']","['BINGO', 'CORRECT', 'RIGHT']",YES,DING,0.9174424936468313,False
81,"['CHIP', 'DING', 'NICK', 'SCRATCH']",blue,MAR,"['CRACKER', 'RIGHT', 'CORRECT', 'NACHO', 'WING', 'YES', 'FRY', 'POPPER', 'FLAP', 'LUMBER', 'BINGO', 'APPLE']","['CHIP', 'DING', 'NICK']",SCRATCH,CRACKER,0.644781749628001,False
81,"['APPLE', 'CRACKER', 'FLAP', 'LUMBER']",purple,___JACK,"['NICK', 'RIGHT', 'CORRECT', 'NACHO', 'SCRATCH', 'WING', 'YES', 'FRY', 'POPPER', 'DING', 'CHIP', 'BINGO']","['APPLE', 'CRACKER', 'FLAP']",LUMBER,CHIP,0.9259321662096053,False
82,"['GOBLET', 'SNIFTER', 'TUMBLER', 'STEIN']",yellow,DRINK VESSELS,"['POUND', 'COFFEE', 'FROST', 'BALLOON', 'FLUTE', 'BASSOON', 'CLARINET', 'OBOE', 'OLDS', 'SAXOPHONE', 'BISHOP', 'FRICASSEE']","['GOBLET', 'SNIFTER', 'TUMBLER']",STEIN,FLUTE,0.9904526195973915,False
82,"['CLARINET', 'FLUTE', 'OBOE', 'SAXOPHONE']",green,WOODWINDS,"['SNIFTER', 'POUND', 'COFFEE', 'FROST', 'BALLOON', 'GOBLET', 'BASSOON', 'TUMBLER', 'OLDS', 'STEIN', 'BISHOP', 'FRICASSEE']","['CLARINET', 'FLUTE', 'OBOE']",SAXOPHONE,BASSOON,0.9996178086319952,False
82,"['BISHOP', 'FROST', 'OLDS', 'POUND']",blue,AMERICAN POETS,"['SNIFTER', 'COFFEE', 'BALLOON', 'FLUTE', 'GOBLET', 'BASSOON', 'CLARINET', 'TUMBLER', 'OBOE', 'STEIN', 'SAXOPHONE', 'FRICASSEE']","['BISHOP', 'FROST', 'OLDS']",POUND,FROST,0.15692592202727212,False
82,"['BALLOON', 'BASSOON', 'COFFEE', 'FRICASSEE']",purple,CONSECUTIVE DOUBLE LETTERS,"['SNIFTER', 'POUND', 'FROST', 'FLUTE', 'GOBLET', 'CLARINET', 'TUMBLER', 'OBOE', 'OLDS', 'STEIN', 'SAXOPHONE', 'BISHOP']","['BALLOON', 'BASSOON', 'COFFEE']",FRICASSEE,FLUTE,0.7936733694621414,False
83,"['BARE', 'NAKED', 'NUDE', 'UNCLAD']",yellow,AU NATUREL,"['BUN', 'MUFFIN', 'POLISH', 'SNAP', 'PUNT', 'FILE', 'CLIP', 'BUFF', 'TURNOVER', 'FUMBLE', 'DANISH', 'SACK']","['BARE', 'NAKED', 'NUDE']",UNCLAD,BUFF,0.9278640614707966,False
83,"['BUN', 'DANISH', 'MUFFIN', 'TURNOVER']",green,BAKED GOODS,"['NAKED', 'POLISH', 'SNAP', 'PUNT', 'BARE', 'UNCLAD', 'FILE', 'CLIP', 'NUDE', 'BUFF', 'FUMBLE', 'SACK']","['BUN', 'DANISH', 'MUFFIN']",TURNOVER,BUFF,0.5925222497035697,False
83,"['FUMBLE', 'PUNT', 'SACK', 'SNAP']",blue,AMERICAN FOOTBALL ACTIONS,"['BUN', 'MUFFIN', 'NAKED', 'POLISH', 'BARE', 'UNCLAD', 'FILE', 'CLIP', 'NUDE', 'BUFF', 'TURNOVER', 'DANISH']","['FUMBLE', 'PUNT', 'SACK']",SNAP,TURNOVER,0.9969435571416744,False
83,"['BUFF', 'CLIP', 'FILE', 'POLISH']",purple,MANICURE STEPS,"['BUN', 'MUFFIN', 'NAKED', 'SNAP', 'PUNT', 'BARE', 'UNCLAD', 'NUDE', 'TURNOVER', 'FUMBLE', 'DANISH', 'SACK']","['BUFF', 'CLIP', 'FILE']",POLISH,SNAP,0.7831829442828224,False
84,"['COW', 'DOE', 'HEN', 'MARE']",yellow,FEMALE ANIMALS,"['IT', 'WE', 'U', 'L', 'M', 'THEY', 'I', 'D', 'V', 'YEW', 'YOU', 'EWE']","['COW', 'DOE', 'HEN']",MARE,EWE,0.3307896634398548,False
84,"['I', 'IT', 'THEY', 'WE']",green,PRONOUNS,"['U', 'MARE', 'DOE', 'L', 'M', 'D', 'COW', 'V', 'YEW', 'YOU', 'EWE', 'HEN']","['I', 'IT', 'THEY']",WE,YOU,0.633828292299856,False
84,"['D', 'L', 'M', 'V']",blue,ROMAN NUMERALS,"['IT', 'WE', 'U', 'MARE', 'DOE', 'THEY', 'I', 'COW', 'YEW', 'YOU', 'EWE', 'HEN']","['D', 'L', 'M']",V,EWE,0.3805919882232821,False
84,"['EWE', 'U', 'YEW', 'YOU']",purple,HOMOPHONES,"['IT', 'WE', 'MARE', 'DOE', 'L', 'M', 'THEY', 'I', 'D', 'COW', 'V', 'HEN']","['EWE', 'U', 'YEW']",YOU,WE,0.7576151368097538,False
